"a1_val","gam_val","mean_TM","LCI_Tm","UCI_Tm","mean_Rj","LCI_Rj","UCI_Rj","Gift","Neutral","LCI_Neutral","UCI_Neutral","M","Beta","M_m","F_m","Mf_nupt","Mf_no_nput","Replicates"
1.2,0,1.2,1.2,1.2,-0.0667649523333333,-0.0687236873333333,-0.0648932036666667,0.482890369666667,-0.001285145,-0.004081256,0.00138397766666667,0.704578759,1.68012361333333,0.777728784333333,0.584607137333333,0.446639349666667,0.370359186,3000
1.2,0.1,1.2,1.2,1.2,-0.072868477,-0.0749353416666667,-0.0709565443333333,0.470221862666667,-0.00165297,-0.00449090966666667,0.00117437333333333,0.705994827333333,1.715577854,0.778876868666667,0.584041943,0.437964726333333,0.376598603,3000
1.2,0.2,1.2,1.2,1.2,-0.0741526033333333,-0.076218882,-0.072305548,0.457327831333333,0.000675170333333333,-0.00262174,0.00351328666666667,0.708453355,1.75523682133333,0.781612121333333,0.583287403333333,0.428506625333333,0.386137551666667,3000
1.2,0.3,1.2,1.2,1.2,-0.074131797,-0.075985895,-0.0722253356666667,0.446214334333333,-0.0034283,-0.00675257133333333,-0.000419055666666667,0.710864332333333,1.78658134866667,0.783926469666667,0.583376659333333,0.417596933666667,0.394212321,3000
1.2,0.4,1.2,1.2,1.2,-0.0797998873333333,-0.0818585896666667,-0.0774926726666667,0.435803715,0.00138419666666667,-0.001751615,0.004520061,0.713334046,1.82209651433333,0.78637765,0.583423153666667,0.410625251666667,0.401048583666667,3000
1.2,0.5,1.2,1.2,1.2,-0.07970196,-0.0817200143333333,-0.0775129703333333,0.426335217666667,-0.000103511333333333,-0.00344149033333333,0.003337007,0.714562831666667,1.858484543,0.787353563333333,0.582401254,0.404817313666667,0.409223772,3000
1.2,0.6,1.2,1.2,1.2,-0.082285787,-0.08450285,-0.080023585,0.417803707,-0.000789196333333333,-0.004098799,0.00275142833333333,0.716889916333333,1.895047318,0.788164245333333,0.585072306333333,0.398329438,0.415728519666667,3000
1.2,0.7,1.2,1.2,1.2,-0.086451781,-0.0887688706666667,-0.0842453776666667,0.407890715,-0.002008893,-0.00528423566666667,0.00120198466666667,0.71763751,1.92254708066667,0.789880600333333,0.582140495333333,0.387990735666667,0.420807977,3000
1.2,0.8,1.2,1.2,1.2,-0.0848354123333333,-0.0869800846666667,-0.0828021926666667,0.400298281333333,-0.003032835,-0.00656537233333333,0.000394968666666667,0.721097870333333,1.95962968933333,0.792340621666667,0.584865625333333,0.386484860666667,0.429147843,3000
1.2,0.9,1.2,1.2,1.2,-0.0880738896666667,-0.090421083,-0.0857992683333333,0.393537951333333,-0.000755962,-0.00416448466666667,0.00277587233333333,0.721269331,1.989787013,0.791701458333333,0.584785547333333,0.380676366666667,0.435609434666667,3000
1.2,1,1.2,1.2,1.2,-0.086982596,-0.0890694736666667,-0.0847186776666667,0.386611224666667,0.00336631833333333,-9.30546666666664e-05,0.00688172533333333,0.723178638333333,2.01880396366667,0.794293388666667,0.58316917,0.372683005666667,0.439515148333333,3000
1.2,1.1,1.2,1.2,1.2,-0.0893148366666667,-0.091624463,-0.0872077373333333,0.379668002666667,-0.00284984266666667,-0.00636045166666667,0.000476451,0.724576950666667,2.05088246233333,0.794171250333333,0.585442698,0.369981180333333,0.448691009666667,3000
1.2,1.2,1.2,1.2,1.2,-0.087767003,-0.0898941783333333,-0.0855037483333333,0.373207114666667,-0.000954604,-0.00464226033333333,0.00254485966666667,0.725556817333333,2.073260204,0.796172665,0.582803549333333,0.361772862333333,0.450248639333333,3000
1.2,1.3,1.2,1.2,1.2,-0.088133304,-0.0905766186666667,-0.0858199943333333,0.366680386333333,0.001414082,-0.00240693366666667,0.00545720466666667,0.728576929333333,2.106109291,0.79843555,0.585102625333333,0.359730392333333,0.453846532666667,3000
1.2,1.4,1.2,1.2,1.2,-0.086323667,-0.088830941,-0.084155274,0.361720996666667,-0.003330518,-0.00683415166666667,0.000156476333333333,0.730172689666667,2.13173155,0.799345522666667,0.586409491666667,0.355144453666667,0.461532475333333,3000
1.2,1.5,1.2,1.2,1.2,-0.0884952716666667,-0.0910536716666667,-0.086125769,0.355413793666667,-0.001762024,-0.00559479833333333,0.00178756033333333,0.73162377,2.15806346933333,0.801213862666667,0.585414817333333,0.351499864333333,0.464669841666667,3000
1.2,1.6,1.2,1.2,1.2,-0.0914205416666667,-0.094034154,-0.0890675423333333,0.351519686333333,0.004336758,0.000511849333333333,0.00780798866666667,0.733095131666667,2.193037655,0.802018307,0.585624066333333,0.344541863333333,0.470428530666667,3000
1.2,1.7,1.2,1.2,1.2,-0.0880421796666667,-0.0905403976666667,-0.085546971,0.344967561666667,-0.00175103266666667,-0.00556037566666667,0.002113235,0.734603240333333,2.22945961266667,0.802524109,0.58689062,0.342673738333333,0.476397503666667,3000
1.2,1.8,1.2,1.2,1.2,-0.0868042243333333,-0.089324991,-0.0844241923333333,0.340154409666667,-0.000445796666666667,-0.00460173466666667,0.00347521533333333,0.736607145666667,2.25224971133333,0.805118392666667,0.586129193,0.338159887666667,0.479147421,3000
1.2,1.9,1.2,1.2,1.2,-0.089459878,-0.0921801563333333,-0.086878565,0.335709312666667,-0.00321880466666667,-0.00735851966666667,0.00117678733333333,0.737181605333333,2.27439419366667,0.805359778333333,0.585851461333333,0.332678783,0.482627999,3000
1.2,2,1.2,1.2,1.2,-0.084406824,-0.0869447116666667,-0.0817953483333333,0.331265137333333,0.000952918,-0.00289080933333333,0.00488001033333333,0.739654141333333,2.301142657,0.807568312333333,0.587511850333333,0.33096421,0.487426258666667,3000
