"a1_val","gam_val","mean_TM","LCI_Tm","UCI_Tm","mean_Rj","LCI_Rj","UCI_Rj","Gift","Neutral","LCI_Neutral","UCI_Neutral","M","Beta","M_m","F_m","Mf_nupt","Mf_no_nput"
1.5,2.5,0.31576307,0.30180221,0.3261207,0.01714033,-0.00037561,0.03341027,0.11947169,-0.00572545,-0.01884834,0.00723077,0.81403172,1.54695043,0.65308241,1.06042208,0.32221334,2.2666488
1.5,3,0.3816022,0.37391313,0.38946753,0.03296876,0.01547281,0.04949827,0.13647581,-0.00242892,-0.016762,0.01200595,0.82772413,1.70697022,0.6881968,1.06428625,0.33937571,2.12379978
1.5,3.5,0.41709484,0.40819351,0.42511345,0.0681539,0.04775469,0.08868056,0.14232586,0.00711731,-0.00944914,0.02271506,0.83963432,1.82250171,0.70708342,1.08139934,0.35615017,2.05721677
1.5,4,0.46339265,0.45451775,0.47229592,0.10146975,0.07499766,0.12863858,0.15533139,0.00605098,-0.00818971,0.0228945,0.85731767,2.06924801,0.74285918,1.09297668,0.34809439,2.00531086
1.5,4.5,0.48422604,0.47430521,0.49338397,0.13982413,0.11358519,0.16852004,0.15841067,-0.00483193,-0.02192922,0.01239867,0.88083172,2.14508969,0.77846704,1.09689308,0.34559755,1.97430911
1.5,5,0.51772809,0.50958629,0.52635625,0.19988595,0.17011167,0.2272542,0.16368317,-0.01521272,-0.03131968,0.000260200000000001,0.92473258,2.36969881,0.83361781,1.13888678,0.33431731,1.97580726
1.5,5.5,0.53137612,0.52287406,0.54009708,0.21151233,0.17620824,0.24437754,0.16280609,4.78699999999998e-05,-0.01859608,0.01961659,0.92755005,2.50488433,0.83819548,1.15108347,0.33684665,1.92902018
1.6,1.5,0.1312057,0.11550327,0.14692458,-0.02631964,-0.03697685,-0.01586807,0.05410131,-0.00016746,-0.01276508,0.01147875,0.8308119,1.08930051,0.61515298,1.06271196,0.15823593,2.64880034
1.6,2,0.23046634,0.21711973,0.24185156,-0.02365931,-0.03462388,-0.0123275,0.08652695,0.00558111,-0.00720729,0.01824105,0.8124866,1.27591811,0.62586868,1.04751102,0.24165282,2.44810767
1.6,2.5,0.30740587,0.29686653,0.3166027,-0.00541617,-0.02004767,0.00936264,0.11165366,-0.00535167,-0.02052096,0.00754752,0.80413858,1.51601188,0.64116316,1.04875152,0.30905984,2.29166013
1.6,3,0.35990034,0.34609585,0.37116771,0.03292282,0.01595955,0.0522536,0.12412117,-0.00515197,-0.01909687,0.00843047,0.82368194,1.65659951,0.67275143,1.07107054,0.31705664,2.18977917
1.6,3.5,0.40384192,0.39049606,0.41424975,0.05223855,0.02714018,0.07536849,0.13572418,0.01785713,0.00402978,0.03135873,0.83400469,1.83212066,0.7038694,1.0684303,0.33641431,2.11143241
1.6,4,0.44124895,0.43346849,0.44903384,0.07819275,0.05463982,0.10215488,0.14104525,0.00141041,-0.01356458,0.0180018,0.84421851,1.91325024,0.72155798,1.07707179,0.33126015,2.06357606
1.6,4.5,0.48817121,0.47822056,0.49753775,0.134027,0.10987056,0.16019121,0.14975559,0.01222971,-0.00302409,0.02844564,0.86817932,2.16146586,0.75663631,1.10766061,0.33509725,1.98317343
1.6,5,0.50874091,0.49948383,0.51750506,0.19768069,0.17013421,0.22381038,0.15601717,-0.00236531,-0.01895878,0.01525383,0.91826478,2.29943532,0.82197693,1.1394616,0.32473628,1.97341743
1.6,5.5,0.52696387,0.51746193,0.53608216,0.18498726,0.15154404,0.2186102,0.15326029,-0.00073679,-0.01759422,0.01572517,0.91782111,2.39782632,0.82585909,1.1370362,0.32933546,1.94736449
1.7,1.5,0.10623941,0.08986684,0.1226351,-0.02215283,-0.03118287,-0.01291433,0.04424191,-0.01145149,-0.02502298,0.00149787,0.8268737,1.04279424,0.60237423,1.05898714,0.1249824,2.73146207
1.7,2,0.21094044,0.19709491,0.22321823,-0.01854065,-0.03045047,-0.00725456,0.0747737,0.00015401,-0.0122902,0.01295167,0.81623371,1.27784634,0.62204043,1.06138845,0.21537248,2.51820833
1.7,2.5,0.27677731,0.25831792,0.29169562,0.0015733,-0.01271315,0.01570565,0.09520589,-0.00787478,-0.02241765,0.00668215,0.81316449,1.43295824,0.63736755,1.06073848,0.25616119,2.35353014
1.7,3,0.34585871,0.33808016,0.35318657,0.00495626,-0.01235772,0.02257088,0.11786567,-0.0158579,-0.02932617,-0.00283041,0.81552104,1.61091514,0.66779791,1.05136325,0.30460043,2.23034781
1.7,3.5,0.39034699,0.38169546,0.3992988,0.02648727,0.00359111,0.04746132,0.12495411,-0.00538367,-0.02139894,0.010184,0.82006725,1.78310021,0.68558859,1.05937751,0.30550304,2.128039
1.7,4,0.43164587,0.42374375,0.44122515,0.09601443,0.07393093,0.1193291,0.13323158,0.00173317,-0.0129006,0.0149955,0.85244848,1.91746227,0.72228768,1.10062845,0.31662476,2.09926969
1.7,4.5,0.46298981,0.4542934,0.47119309,0.10936904,0.08411601,0.13484028,0.13942378,-0.00388722,-0.0172706,0.0105508,0.8538381,2.05474996,0.73999078,1.08688808,0.32183106,2.04898178
1.7,5,0.49272814,0.48297675,0.50296401,0.14297577,0.11562435,0.16996516,0.14352818,0.0067016,-0.01072735,0.02290729,0.88136932,2.23890749,0.77269973,1.12267009,0.31566023,2.01701885
1.7,5.5,0.50465159,0.48025764,0.5213809,0.1850942,0.15042778,0.21427232,0.14562271,0.01354802,-0.00144785,0.02840507,0.90805054,2.31469134,0.80645447,1.13618728,0.30604488,1.98255142
1.8,1.5,0.07744084,0.05989048,0.09347458,-0.02922231,-0.03803076,-0.02031653,0.03145577,0.00947458,-0.00235216,0.02048307,0.83738855,0.98698894,0.6023403,1.06667371,0.0987558,2.77182105
1.8,2,0.18377265,0.16935531,0.19643327,-0.01921936,-0.03013773,-0.00890944,0.06493351,0.00076802,-0.01131077,0.01383952,0.82311367,1.14959395,0.62143154,1.05156363,0.18937005,2.56085806
1.8,2.5,0.27351894,0.2659538,0.2814615,-0.01903617,-0.03329513,-0.0034116,0.09058547,0.00506165,-0.00876278,0.01915039,0.81003773,1.3759039,0.63551334,1.04894649,0.24611797,2.3822623
1.8,3,0.3205418,0.30235648,0.33614952,0.01347375,-0.00410184,0.03088772,0.10214664,0.00704704,-0.00548099,0.01934175,0.8184345,1.5052051,0.65910575,1.05357077,0.26543729,2.2850428
1.8,3.5,0.36934544,0.3507348,0.38434368,0.0463324,0.02804244,0.06622778,0.11436739,0.01072869,-0.00301437,0.02557136,0.83875826,1.68596722,0.69875687,1.06991879,0.28393453,2.21621161
1.8,4,0.4238517,0.41545198,0.43297056,0.07011479,0.04758163,0.09252004,0.12409655,0.01246416,-0.00212823,0.02574117,0.84268185,1.84249153,0.71701694,1.07397689,0.304109,2.12859206
1.8,4.5,0.46211078,0.45295491,0.47128355,0.10271109,0.07743348,0.12719773,0.13508661,-0.02032065,-0.03461254,-0.00554203,0.8590391,2.01255971,0.73724671,1.10297006,0.30530628,2.06926573
1.8,5,0.48096477,0.47307104,0.48879613,0.11277818,0.08540389,0.13861329,0.135714,0.00502642,-0.01275583,0.02226006,0.8706213,2.16140393,0.76524669,1.0978184,0.30465537,2.00343223
1.8,5.5,0.50457882,0.49632957,0.51374886,0.17351318,0.14278603,0.2022838,0.1396405,0.00459632,-0.01256244,0.02194882,0.91094035,2.23310093,0.80828314,1.13883762,0.2930772,2.01582382
1.9,1.5,0.07388118,0.0580589,0.08873123,-0.0268875,-0.03526822,-0.01790723,0.02955669,-0.00811204,-0.02186041,0.00591006,0.84910188,0.96088604,0.61669275,1.07025687,0.08654945,2.80809136
1.9,2,0.16191539,0.14654922,0.1788372,-0.02164801,-0.03058704,-0.01266044,0.05413288,-0.0043723,-0.01601801,0.00897753,0.82078172,1.14172424,0.61255376,1.05605104,0.1592648,2.64264654
1.9,2.5,0.24460048,0.22410124,0.2615189,-0.01604019,-0.02940387,-0.00285697,0.07882443,-0.0072347,-0.02054981,0.00738593,0.81739813,1.33652345,0.64027469,1.0505856,0.2232272,2.44076832
1.9,3,0.31167652,0.2993119,0.32306182,0.00989061,-0.00440927,0.02355131,0.09398646,-0.00572877,-0.01998996,0.00825167,0.80504078,1.53630606,0.63667461,1.05977576,0.26394103,2.33692869
1.9,3.5,0.35673646,0.34380705,0.36761718,0.02952713,0.00962108,0.04925865,0.10692646,0.00739428,-0.00622603,0.01945843,0.81645113,1.64744697,0.66646216,1.06140435,0.27151289,2.24329539
1.9,4,0.40109692,0.38580639,0.41493951,0.06512947,0.0445195,0.08566917,0.11632078,0.0175194,0.00261572,0.03273231,0.83726098,1.8087062,0.70463647,1.07377239,0.28678742,2.16744756
1.9,4.5,0.44537178,0.43680343,0.45343871,0.09542087,0.07038733,0.11707378,0.12223306,0.0029525,-0.01297185,0.01786796,0.84499308,1.96884554,0.72996326,1.07028475,0.27541639,2.07138073
1.9,5,0.46711089,0.4507015,0.47981786,0.10326612,0.07748,0.12891615,0.12801431,0.01289099,-0.00139842,0.02772262,0.86373631,2.09457886,0.7499678,1.09768964,0.29427127,2.05696074
1.9,5.5,0.50390079,0.49277378,0.51401436,0.17421406,0.1442296,0.20589732,0.1313879,0.00127408,-0.01504405,0.01747917,0.90892724,2.17901493,0.80568436,1.1321358,0.27195527,2.05490975
2,1.5,0.0667194,0.05345259,0.08044267,-0.03834605,-0.0479137,-0.02891422,0.02488649,0.00244607,-0.0098871,0.01491901,0.84719522,0.95342082,0.61255171,1.06930708,0.07479601,2.84264915
2,2,0.16267189,0.14929962,0.17530235,-0.02780591,-0.03913109,-0.01663292,0.05245721,0.0058371,-0.00618059,0.01872577,0.82001007,1.1329178,0.60593101,1.05927686,0.15083767,2.65875363
2,2.5,0.22669456,0.21179377,0.24007864,-0.01468466,-0.02667856,-0.00291913,0.07163184,-0.00426849,-0.01753204,0.00744187,0.82299631,1.2837089,0.63587499,1.06055666,0.19808828,2.51553923
2,3,0.28107333,0.26452536,0.29529981,-0.00462396,-0.0199352,0.0089732,0.0827704,0.00222755,-0.01222729,0.01687133,0.81707333,1.42717532,0.6475092,1.05567061,0.22126076,2.38518939
2,3.5,0.34434607,0.32743605,0.3599243,0.01692004,-0.00243175,0.03545425,0.09988933,-0.00481705,-0.01917123,0.00983387,0.82287397,1.5892949,0.67603865,1.05235776,0.25763769,2.25414461
2,4,0.39471047,0.38673619,0.40260827,0.05708152,0.03596769,0.07774933,0.10861029,0.00679779,-0.00921894,0.02177961,0.83415669,1.79066417,0.69679015,1.07802975,0.26554045,2.18915857
2,4.5,0.42916231,0.41957099,0.43820333,0.0857406,0.06281601,0.10823002,0.1129714,0.00633058,-0.00801832,0.02039009,0.84635895,1.8875238,0.72503204,1.0748966,0.25519877,2.11094698
2,5,0.46151576,0.45254077,0.47014782,0.11980842,0.09381423,0.14486399,0.11984795,-0.00527413,-0.01977867,0.00926517,0.86642984,2.04127097,0.75207447,1.09917469,0.27651595,2.08399019
2,5.5,0.48588304,0.4762902,0.49642106,0.15259016,0.12509492,0.17794496,0.12434979,-0.01077003,-0.02733976,0.00520112,0.87779927,2.17033292,0.76736667,1.11610069,0.2665452,2.08010413
