"mim_val","mom_val","a1_val","gam_val","mean_TM","LCI_Tm","UCI_Tm","mean_Rj","LCI_Rj","UCI_Rj","Gift","Neutral","LCI_Neutral","UCI_Neutral","M","Beta","M_m","F_m","Mf_nupt","Mf_no_nput","Replicates"
0.021,0.021,1,1.6,0.11873322,0.1123753,0.125202543,-0.042783536,-0.048384882,-0.03743136,0.14414179,0.004908085,-0.001767682,0.011799034,0.846077878,1.410199153,0.665945656,1.081131243,0.352520374,2.290871993,1000
0.021,0.041,1,1.6,0.098986179,0.09236596,0.1058725,-0.032385086,-0.038156317,-0.026565467,0.131011326,-0.010907922,-0.017622804,-0.005063234,0.848467585,1.39020857,0.64777436,1.106495899,0.321882822,2.441954855,1000
0.021,0.061,1,1.6,0.095457262,0.089174523,0.101973553,-0.022488694,-0.029098934,-0.015867456,0.127828237,-0.004346225,-0.011339267,0.002134928,0.856981315,1.398321112,0.638741436,1.13785557,0.30994723,2.541278019,1000
0.021,0.081,1,1.6,0.080166712,0.072851802,0.086500073,-0.016494891,-0.022827023,-0.0099491,0.118021357,-0.007694682,-0.01489944,-0.000864945999999999,0.852221914,1.386698064,0.615181918,1.153781151,0.284122421,2.65764046,1000
0.041,0.001,1,1.6,0.147315261,0.142253043,0.152137455,-0.056092583,-0.061281648,-0.050930167,0.159739814,-0.000599977,-0.00772348,0.005827083,0.844065072,1.443330825,0.693320213,1.048947053,0.385869934,2.09876014,1000
0.041,0.021,1,1.6,0.132425183,0.126488736,0.13806435,-0.062642699,-0.068472778,-0.056951557,0.150874214,-0.004374233,-0.010406568,0.002372962,0.843252783,1.427703769,0.680264595,1.061765652,0.373866003,2.183627323,1000
0.041,0.041,1,1.6,0.122248018,0.116594864,0.128229363,-0.045281897,-0.051093564,-0.039855134,0.144242384,0.000594761,-0.006479901,0.007283651,0.844004734,1.443208005,0.664284884,1.085802468,0.35542397,2.290716761,1000
0.041,0.061,1,1.6,0.105429811,0.099405901,0.111830106,-0.039371974,-0.045198276,-0.033264948,0.133506335,0.001225142,-0.005203181,0.008370472,0.845757753,1.423049935,0.650676687,1.102652639,0.330817925,2.404526698,1000
0.041,0.081,1,1.6,0.092480794,0.085985542,0.098813266,-0.02633136,-0.032298348,-0.01997254,0.125148572,0.0009855,-0.005829595,0.008543868,0.855761767,1.417346647,0.640510622,1.136323758,0.300962625,2.533569715,1000
0.061,0.001,1,1.6,0.154086079,0.148662752,0.159167144,-0.076227662,-0.081169436,-0.071458929,0.163734154,-0.009591284,-0.016279349,-0.002700715,0.838301185,1.455872515,0.700967597,1.0287709,0.396385829,2.020892438,1000
0.061,0.021,1,1.6,0.139790724,0.133900813,0.14553326,-0.061590815,-0.066425597,-0.055867156,0.156400451,0.014157634,0.007039291,0.021382665,0.845036453,1.456266923,0.697900464,1.047033547,0.377943067,2.105295896,1000
0.061,0.041,1,1.6,0.13320515,0.127755701,0.139097556,-0.062732815,-0.068412711,-0.057491773,0.15185981,0.011130353,0.004047019,0.017576725,0.842218223,1.458324908,0.682809021,1.060482632,0.372825005,2.182796114,1000
0.061,0.061,1,1.6,0.124826625,0.119118339,0.130800841,-0.057826201,-0.063757923,-0.051976429,0.14453902,0.002667767,-0.004528594,0.009579854,0.838733575,1.454242241,0.663899541,1.075830364,0.357536232,2.282488293,1000
0.061,0.081,1,1.6,0.108317374,0.10175262,0.11434227,-0.03656387,-0.042632435,-0.030623738,0.133805118,-0.011403462,-0.017612761,-0.005168032,0.844916495,1.465007047,0.65450567,1.103188353,0.328932706,2.402304026,1000
0.081,0.001,1,1.6,0.164382495,0.159511858,0.16918843,-0.084746223,-0.089643665,-0.079837808,0.172041289,-0.000279697,-0.00674518,0.006382661,0.842613388,1.494552743,0.720608298,1.016968613,0.409740665,1.930858749,1000
