"a1_val","gam_val","mean_TM","LCI_Tm","UCI_Tm","mean_Rj","LCI_Rj","UCI_Rj","Gift","Neutral","LCI_Neutral","UCI_Neutral","M","Beta","M_m","F_m","Mf_nupt","Mf_no_nput","Replicates"
0.7,0,-0.117726711,-0.120318341,-0.115309553,-0.130948134666667,-0.133608957333333,-0.128220124333333,0.00329390266666667,-0.00201675266666667,-0.006074556,0.0022426,1.195632185,0.983270556666667,1.04762063433333,1.34224913066667,0.0104571723333333,2.980906413,3000
0.7,0.1,-0.119181078,-0.121870237333333,-0.116460611333333,-0.130972548666667,-0.133504088333333,-0.128476005333333,0.00348039333333333,0.00505467933333333,0.000825723666666667,0.009397121,1.19763644466667,0.98189783,1.047785853,1.34587930433333,0.0106414326666667,2.983845658,3000
0.7,0.2,-0.117341158333333,-0.120231639666667,-0.114628486333333,-0.128737469666667,-0.131116118333333,-0.125943963333333,0.00416744366666667,-0.00748189933333333,-0.0114774113333333,-0.00309383333333333,1.196258734,0.985339452333333,1.04372843566667,1.34730133566667,0.0126595183333333,2.98930899,3000
0.7,0.3,-0.113811561333333,-0.116597427666667,-0.110942852333333,-0.133272544,-0.135819770333333,-0.130568614333333,0.00539531533333333,-0.00715074533333333,-0.011329881,-0.00321423966666667,1.19457001133333,0.988668653,1.04656962266667,1.34173709633333,0.0166583483333333,2.97129386033333,3000
0.7,0.4,-0.111145571,-0.113993219,-0.108551914666667,-0.133735770333333,-0.136414223666667,-0.131200718,0.00636397,-0.00131726966666667,-0.00588962033333333,0.00306955033333333,1.19272223766667,0.990531161333333,1.041996294,1.342944776,0.019744461,2.97173525166667,3000
0.7,0.5,-0.104658320333333,-0.107297270666667,-0.102062227,-0.138350665333333,-0.141038528,-0.135460995666667,0.00834474033333333,0.00168202766666667,-0.00241445833333333,0.00598166133333333,1.19162893266667,0.997125923,1.042905322,1.34076170666667,0.0258114133333333,2.95950921833333,3000
0.7,0.6,-0.100313424,-0.103352778333333,-0.097652295,-0.132821234666667,-0.135652133333333,-0.129990184666667,0.0120199863333333,0.00345622066666667,-0.000906299666666666,0.007747152,1.191716447,1.00565169933333,1.04268222833333,1.341929654,0.0363109556666667,2.94213831,3000
0.7,0.7,-0.090749182,-0.0936159513333333,-0.087909721,-0.129669481666667,-0.132148248333333,-0.126912389666667,0.01624837,-0.00347689366666667,-0.00769345066666667,0.000924352666666667,1.18940453166667,1.02278064266667,1.04360282733333,1.338815695,0.0489459773333333,2.91560301833333,3000
0.7,0.8,-0.0799223173333333,-0.082844471,-0.077093356,-0.13254366,-0.135278257,-0.129926184666667,0.023819317,0.002196561,-0.001808836,0.00646044533333333,1.18921936166667,1.04515272066667,1.04400177366667,1.34026913233333,0.070174033,2.87989074633333,3000
0.7,0.9,-0.066455524,-0.0693538723333333,-0.06358526,-0.130675869333333,-0.133228461666667,-0.127755029333333,0.0320936206666667,0.002905733,-0.00126437366666667,0.00709957033333333,1.18238654533333,1.07348817233333,1.041104033,1.33291260066667,0.0945389856666667,2.83678522066667,3000
0.7,1,-0.049266875,-0.0522875556666667,-0.0460561126666667,-0.136562879333333,-0.139335483666667,-0.133934261666667,0.0468593506666667,0.00320041033333333,-0.00103117366666667,0.00746044833333333,1.17620881633333,1.122477903,1.03921754066667,1.32715618433333,0.135210091333333,2.75721789233333,3000
0.7,1.1,-0.022062018,-0.0249247746666667,-0.0188140893333333,-0.132095231666667,-0.134747589333333,-0.129499635,0.063638886,-0.00307283133333333,-0.00740143966666667,0.00121883966666667,1.17070540833333,1.18666488766667,1.04044340466667,1.32076594833333,0.181474562666667,2.66850534566667,3000
0.7,1.2,-0.000485693,-0.003485937,0.00263195166666667,-0.133917639333333,-0.136844047,-0.131026263666667,0.0828789746666667,0.000120302666666667,-0.00446975,0.004146413,1.16248012566667,1.25729647,1.03894365566667,1.312397896,0.232915517333333,2.566631132,3000
0.7,1.3,0.027756537,0.024931829,0.0303569956666667,-0.133652515333333,-0.136348036333333,-0.131048677333333,0.102062593666667,0.00437014633333333,-8.41183333333333e-05,0.008722649,1.15493754366667,1.343501992,1.04116028066667,1.301504501,0.283217066666667,2.457376639,3000
0.7,1.4,0.048029996,0.045081646,0.050906648,-0.131252356,-0.134252385333333,-0.128335500666667,0.121280376666667,0.00253651466666667,-0.00165145233333333,0.006938061,1.14840757333333,1.42474749166667,1.04141253366667,1.29408522833333,0.333810119,2.36287146,3000
0.7,1.5,0.065059087,0.062442045,0.067420613,-0.133468115333333,-0.136403064333333,-0.130510513333333,0.135080983,-0.00242738133333333,-0.00700967933333333,0.002273106,1.14055578733333,1.50005798133333,1.038181817,1.28779779733333,0.372228909333333,2.29213083266667,3000
0.7,1.6,0.0837305903333333,0.0813538616666667,0.086013691,-0.138159068666667,-0.141128205666667,-0.135041898,0.150465946333333,-0.00110463933333333,-0.00522230133333333,0.00328539833333333,1.133697235,1.57532137666667,1.03883684266667,1.27766318066667,0.408011432333333,2.20890134066667,3000
0.7,1.7,0.0968412531496063,0.0945458196850394,0.0991276484251968,-0.132830338976378,-0.136060757086614,-0.129635032677165,0.161062104330709,0.000108654330708661,-0.00504609409448819,0.00509411614173228,1.13024243346457,1.65301874055118,1.03938589291339,1.27411946732283,0.435503300787402,2.14724400748031,2540
1.5,0,-0.121128953333333,-0.123961567,-0.118343321666667,-0.133483107,-0.136232614333333,-0.130822357666667,0.001467688,-0.002332659,-0.00651260933333333,0.002159484,1.19727012766667,0.978918321333333,1.045733548,1.346397221,0.00455872433333333,2.99600001266667,3000
