"mim_val","mom_val","gam_val","mean_TM","LCI_Tm","UCI_Tm","mean_Rj","LCI_Rj","UCI_Rj","Gift","Neutral","LCI_Neutral","UCI_Neutral","M","Beta","M_m","F_m","Mf_nupt","Mf_no_nput","Replicates"
0.041,0.061,1.2,0.180316035625,0.17679062,0.18365899625,-0.01926586875,-0.02216016125,-0.01623704625,0.1083197325,0.0006663125,-0.002532456875,0.00376082625,0.81057310125,1.250103195,0.601286680625,1.06944454,0.318801385,2.514400468125,1600
0.041,0.061,1.3,0.207636378125,0.204509763125,0.210747244375,-0.012886404375,-0.016298130625,-0.009587475625,0.121655050625,0.00032042375,-0.003073905,0.00349958125,0.8088015125,1.3117728025,0.60813005125,1.069227526875,0.355198263125,2.443739571875,1600
0.041,0.061,1.4,0.229848635,0.22660935125,0.232888369375,-0.009384774375,-0.013157801875,-0.006076489375,0.13160189125,0.00089568375,-0.0025563925,0.003952946875,0.808490735625,1.3687677875,0.616545014375,1.06830448,0.375326643125,2.376336506875,1600
0.041,0.061,1.5,0.2512198575,0.24806594,0.25426006375,-0.0038869175,-0.00733609875,-0.000176385,0.141284773125,-0.00354731125,-0.00691771625,-3.84881250000001e-05,0.806082293125,1.429342858125,0.621966731875,1.066887925,0.397203230625,2.335441635625,1600
0.041,0.061,1.6,0.27060973,0.267536780625,0.27367648625,0.003794998125,-0.000126025625,0.00758459,0.15037231,0.003066261875,-0.000369054375,0.0064257425,0.80596505625,1.4903521025,0.628344003125,1.067718679375,0.4171865325,2.274363955,1600
0.041,0.061,1.7,0.2859326025,0.282553498125,0.2889390425,0.013330145625,0.009066503125,0.01712090125,0.156848330625,0.001062799375,-0.00253646125,0.00460377625,0.807987549375,1.536234776875,0.63585096,1.0694438425,0.429004491875,2.242907903125,1600
0.041,0.061,1.8,0.30472260875,0.302143510625,0.307435615,0.0165452375,0.01222601625,0.020821640625,0.163358836875,-0.00018815875,-0.0037478175,0.003078875625,0.806792243125,1.59047518,0.64035942,1.068840915625,0.440036533125,2.19779757,1600
0.041,0.061,1.9,0.321389345625,0.318949820625,0.32405072,0.0300218725,0.024999259375,0.034541483125,0.170305941875,0.001009795,-0.0025184825,0.004448219375,0.813277545625,1.644564714375,0.653983634375,1.073122115625,0.4546531575,2.15827212625,1600
0.041,0.061,2,0.334651058125,0.33168084125,0.33742143375,0.03468034375,0.0300527625,0.039715758125,0.17509409125,-0.0011258775,-0.0047189675,0.002367838125,0.8136877275,1.688456931875,0.658633225,1.073030823125,0.458016425,2.131386243125,1600
0.061,0.021,0,-0.050542328125,-0.052500001875,-0.04858688125,-0.04193832,-0.044166315625,-0.039841895,0.000819713125,-0.002282105,-0.005555093125,0.00102535625,0.882137705,0.8012638675,0.665162935625,1.055888426875,0.002465170625,2.828670390625,1600
0.061,0.021,0.1,-0.048793865,-0.05068852125,-0.04663044375,-0.04343017,-0.045472329375,-0.041245618125,0.001095665,0.00351980125,0.000258618125,0.006631088125,0.88438998875,0.802512335,0.6668729475,1.058775106875,0.00305529,2.8260433375,1600
0.061,0.021,0.2,-0.04403835625,-0.046125570625,-0.041787915625,-0.042583394375,-0.0448057125,-0.0405040225,0.00208365625,0.00156812875,-0.002070981875,0.00482586125,0.886592925,0.79844925125,0.66952796,1.059875573125,0.0063332725,2.826343469375,1600
